Date,Startup Name,Vertical,SubVertical,City Location,Investors,Round,Amount,Startup Names,Industries,Funding Rounds,Investment Amount,Valuation,Number of Investors,Country,Year Founded,Growth Rate (%)
2018-11-19,Automation Anywhere,Automation,Robotics,California,SoftBank Vision Fund,Series B,4080.0,Startup_136,EdTech,1,3021364194.14,8955654521.83277,23,Singapore,2017,6.27
2018-11-20,HealthifyMe,Health and Wellness,Wellness Coach,Bengaluru,"Sistema Asia Fund, VC Samsung NEXT, Chiratae Ventures, Inventus Capital, Blume Ventures and Innoven Capital.",Series B (Extension),81.6,Startup_137,Biotech,9,1946598865.69,3284018974.773792,47,China,2017,101.04
2018-11-21,Genius Corner,Education,Personalized Learning,Noida,Individual investors,Seed Funding,3.7808,Startup_138,Fintech,8,1489972758.45,6800634564.458862,27,China,2022,35.29
2018-11-22,Aavishkaar-Intellecap Group,Investment,SME Funding,Mumbai,Teachers Insurance and Annuity Association (TIAA),Equity Based Funding,421.6,Startup_139,SaaS,10,3735587366.9,12047108054.164742,26,Brazil,2016,98.03
2018-11-22,Skillbox,Social Network,Art,Gurugram,Individual investors,Seed Funding,0.0,Startup_140,Fintech,8,518119024.64,1848811352.670756,4,Australia,2023,60.11
2018-11-23,Signzy,Financial Tech,Digital Onboarding Solution,Mumbai/Bengaluru,"Stellaris Venture Partners and Kalaari Capital, Rajan Anandan from Google, Dilip Khandwelwal from SAP Labs India, and Amrish Rau from PayU India",Series A,46.24,Startup_141,SaaS,10,2947681328.36,10472893197.384682,4,UK,2022,115.34
2018-11-24,Engineerai,Software,AI Platform,India/US,"Lakestar and Jungle Ventures, Softbank\\xe2\\x80\\x99s DeepCore.",Series A,401.2,Startup_142,HealthTech,5,1977534387.2,7797893013.34299,19,India,2005,181.97
2018-11-25,InCred Finance,Finance,SME Lending,India,"Paragon Partners, Individual Investors",Private Equity,571.2,Startup_143,Fintech,3,4770544813.57,12197472011.325336,20,Singapore,2000,34.12
2018-11-25,Roposo,Social Media,Video Sharing,Delhi,Bertelsmann India Investments,Series B,23.12,Startup_144,AI,1,3369684711.8,12010652855.448309,47,Brazil,2022,60.81
2018-10-01,Northmist,Fashion,Mens Wear,Delhi,Prashant Jaiswal,Seed/ Angel Funding,0.0,Startup_145,EdTech,10,4766934837.14,22688495648.32832,10,France,2005,37.06
2018-10-02,Origo Commodities India Pvt Ltd,Logistics,Supply Chain,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund",Seed/ Angel Funding,149.6,Startup_146,Fintech,9,3908318141.0,15444336263.034132,31,Germany,2018,142.43
2018-10-04,Grover Zampa,Food,Wine,Mumbai,Ravi Viswanathan,Private Equity,111.52,Startup_147,SaaS,9,4769084379.19,14035036447.835238,41,China,2021,192.97
2018-10-05,Droom,Automobile,New and Used Cars Platform,Gurgaon,ZigExN,Series E,40.8,Startup_148,EdTech,10,4955751623.38,16105806924.645227,31,Canada,2014,68.54
2018-10-11,Innov8,Real Estate,Co-Working,New Delhi,Credence Family Office,Pre-Series A,54.4,Startup_149,SaaS,2,910772164.92,1496492548.4850855,8,India,2013,36.1
2018-10-12,Blackbuck,Logistics Tech,Largest Trucking Platform,Bengaluru,Sequoia Capital India,Private Funding,199.648,Startup_150,EdTech,10,1170195349.16,2107219309.261388,9,Canada,2022,92.8
2018-10-12,LetsTransport,Logistics Tech,Book Trucks Online,Bengaluru,Fosun International,Series C,163.2,Startup_151,Fintech,6,1967034352.33,5472960035.673135,17,Australia,2007,65.59
2018-09-01,Netmeds,Consumer Internet,Online Pharmacy Chain,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,476.0,Startup_152,Biotech,2,621222707.35,2548933014.4338064,32,UK,2007,157.7
2018-09-03,Udaan,B2B Platform,Logistics and Shipping,Bengaluru,DST Global and Lightspeed Venture Partners\\xe2\\x80\\x99 global fund.,Private Equity,3060.0,Startup_153,Biotech,10,2136105819.3,6159536137.742708,12,India,2020,69.58
2018-09-03,Daily hunt,Consumer Internet,News and ebooks Mobile App\\xc2\\xa0,Bengaluru,Falcon Edge,Private Equity,86.904,Startup_154,EdTech,3,2368764171.87,11722669062.171286,32,France,2002,118.16
2018-09-04,3HCare,Healthcare,Healthcare Service Provider,Delhi,Undisclosed,Seed / Angel Funding,13.6,Startup_155,Blockchain,1,821122733.28,3928588827.501104,26,Germany,2019,198.98
2018-09-04,HappyGoEasy,Consumer Internet,Online Travel Agecy,Gurugram,"Korea Investment Partners (KIP), Samsung and China-based CITIC Capital and others",Private Equity,0.0,Startup_156,Biotech,5,4780102280.95,19249131120.151016,50,USA,2019,33.75
2018-09-05,Nykaa,Consumer Internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,Mumbai,Lighthouse,Private Equity,2137.92,Startup_157,AI,4,2804170174.14,6711381134.882058,1,India,2008,49.31
2018-09-05,Mad Street Den,Technology,Computer Vision And Artificial Intelligence (Ai) Platform,Chennai,KDDI\\xc2\\xa0,Private Equity,0.0,Startup_158,EdTech,9,1210756532.74,5972236369.372301,25,Singapore,2011,143.16
2018-09-06,Dream11,Consumer Internet,Online Gaming Platform,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,1360.0,Startup_159,AI,4,3380537691.88,13459651069.24716,36,Brazil,2011,34.61
2018-09-10,MamaEarth,Healthcare,Online Marketplace For Mother and Babycare Products,Gurugram,Stellaris Ventures & Others,Private Equity,54.4,Startup_160,AI,8,4661985381.5,22098096261.67553,43,China,2012,51.38
2018-09-11,AutoGrid,Technology,AI-Based Energy Optimisation and Control Provider,Bengaluru,"CLP Holdings Group, Innogy, \\xc3\\x98rstead, and Tenaska",Private Equity,435.2,Startup_161,AI,1,408425258.08,1371906998.9824708,6,Brazil,2020,104.06
2018-09-11,Pharmeasy,Consumer Internet,Online Marketplace For Pharmaceutical Products,Mumbai,InnoVen Capital,Debt Funding,74.8,Startup_162,EdTech,1,1953427282.17,8347575180.926382,44,UK,2019,53.66
2018-09-11,Upwards,Fin-Tech,Online Micro Lending Marketplace,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,68.0,Startup_163,AI,6,2108321986.66,7771127335.712073,3,Australia,2020,198.66
2018-09-12,Kissht,Fin-Tech,Online lending Platform,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.\\n\\n",Private Equity,408.0,Startup_164,E-commerce,8,2579938016.52,12689109686.17389,28,Germany,2018,124.32
2018-08-01,dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bengaluru,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners",Seed/ Angel Funding,5.44,Startup_165,HealthTech,3,1792797298.66,8885946522.637552,30,France,2018,106.38
2018-08-01,HealthFin,Finance,Patient Financing Platform,Pune,"Axilor, Sprout Venture Partners and others",Seed/ Angel Funding,0.0,Startup_166,Fintech,7,2225176804.86,7460309814.815988,11,Singapore,2017,161.14
2018-08-02,Samosa Labs,Consumer Internet,Social Media and Chat Entertainment Platform,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,95.2,Startup_167,AI,4,3942136132.46,13331722858.072084,18,Canada,2011,194.8
2018-08-03,ZiffyHomes,Consumer Internet,Online Home Rental Marketplace,Gurugram,Y Combinator,Private Equity,1.632,Startup_168,SaaS,5,2050994893.77,3323018202.0463367,50,Australia,2015,58.52
2018-08-07,My OmNamo,Consumer Internet,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,Mumbai,Undisclosed,Seed/ Angel Funding,13.6,Startup_169,EdTech,1,1497188953.5,3463957403.9899683,4,India,2013,84.16
2018-08-07,ShopX,Consumer Internet,Assisted E-commerce Platform,Bengaluru,Fung Strategic Holdings,Private Equity,476.0,Startup_170,EdTech,7,2795286271.07,9372294266.059938,11,Brazil,2005,26.14
2018-08-07,MakeMyTrip,Consumer Internet,Online Travel Aggregator,Gurugram,MakeMyTrip Limited,Private Equity,136.0,Startup_171,E-commerce,6,4069844380.58,10407319506.51487,24,China,2015,29.38
2018-08-08,Hansel io,Consumer Internet,Real-time Mobile App Management,Bengaluru,Vertex Ventures,Seed/ Angel Funding,54.4,Startup_172,SaaS,9,74056826.76,231893726.74083364,41,Canada,2009,20.57
2018-08-08,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bengaluru,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,165.92,Startup_173,AI,8,4160635769.99,7671882583.852906,17,Canada,2021,117.18
2018-08-08,Phone Pe,Consumer Internet,UPI Payments App,Bengaluru,Flipkart,Private Equity,897.6,Startup_174,E-commerce,7,1246281478.08,3529517302.801452,44,USA,2022,146.5
2018-08-09,quizizz,Ed-Tech,e-learning Platform,Bengaluru,"Nexus Venture Partners, Prime Venture Partners and Others",Seed/ Angel Funding,40.8,Startup_175,Fintech,10,2163501159.34,5677567960.275496,23,India,2018,144.39
2018-08-09,Happy EMI,Fin-Tech,Consumer Financing Platform,Bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,13.6,Startup_176,E-commerce,10,3023593160.48,9708896500.831356,2,Germany,2011,174.66
2018-08-13,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed/ Angel Funding,54.4,Startup_177,AI,6,4022507020.31,17218730897.772625,10,Canada,2018,74.68
2018-08-13,Observe AI,Technology,AI Based Solutions Platform,Bengaluru,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,108.8,Startup_178,Blockchain,8,2639730016.81,8690078938.976686,50,Germany,2023,190.91
2018-08-16,Enakshi,Consumer Internet,AI Based Solutions Platform,Ahemadabad,Undisclosed,Seed/ Angel Funding,1.5614296,Startup_179,EdTech,8,2980685741.88,6492509510.232554,49,Brazil,2015,190.16
2018-08-17,EazyDiner,Consumer Internet,Online Restaurant Table Reservation Platform,Gurugram,Denlow Investment Trust and Beenext,Private Equity,79.56,Startup_180,Biotech,5,4585075338.58,19523891245.314205,36,Germany,2002,129.84
2018-08-20,Finzy,Finance,Online Loan Matchmaking Platform,Bengaluru,Undisclosed,Seed / Angel Funding,13.6,Startup_181,Fintech,9,3472230658.56,14970962379.875015,20,Singapore,2022,135.39
2018-08-20,RawPressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,65.28,Startup_182,SaaS,5,2676973040.4,10097355729.530262,30,Singapore,2019,79.06
2018-08-22,Pi Ventures,Technology,Applied Artificial Intelligence and IoT focused\\xc2\\xa0Platform,Bengaluru,CDC Group plc\\xc2\\xa0,Private Equity,81.6,Startup_183,Blockchain,2,859760107.91,3760108625.521585,19,USA,2006,69.53
2018-08-22,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,194.072,Startup_184,Fintech,2,4718625604.18,15939288190.453588,43,France,2021,36.79
2018-08-26,ZestMoney,Consumer Internet,Online Lending Platform,Bengaluru,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",Private Equity,182.24,Startup_185,E-commerce,10,2159651827.77,9752567479.614511,4,Germany,2013,119.32
2018-08-26,Shubh Loans,Fin-Tech,\\xc2\\xa0Customer Sourcing Platform\\xc2\\xa0,Bengaluru,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,57.12,Startup_186,E-commerce,9,3419195284.17,9807518461.775331,31,Australia,2000,146.31
2018-08-27,MyUpchar,Healthcare,Local Language Health Content App,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,68.0,Startup_187,Fintech,1,4692850983.3,9430583718.754795,38,Australia,2019,163.14
2018-08-28,Narvar,IT,Post-Purchase Customer Engagement Platform\\xc2\\xa0,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,40.8,Startup_188,AI,3,933765489.98,3396760378.712497,35,Germany,2012,38.02
2018-08-30,True North,Finance,Private Equity Firm,Mumbai,Undisclosed,Private Equity,8160.0,Startup_189,SaaS,8,731636879.73,1108299044.849033,15,Canada,2013,39.55
2018-07-01,Leena AI,Technology,HR Virtual Agent For Employees,Gurugram,Y Combinator,Seed/ Angel Funding,0.0,Startup_190,HealthTech,1,443939762.53,697379814.5791141,33,USA,2023,102.51
2018-07-02,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan and Vinay Mittal,Seed/ Angel Funding,13.6,Startup_191,EdTech,5,3537897853.25,10415760749.11206,24,UK,2002,87.76
2018-07-04,Anchanto,IT,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,54.4,Startup_192,HealthTech,6,2454112015.39,4119459442.380868,31,UK,2017,92.85
2018-07-05,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,85.0,Startup_193,Biotech,3,3028499025.45,8249717640.8136015,23,Brazil,2001,166.84
2018-07-06,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,376.72,Startup_194,AI,6,1512009898.68,5283177735.6817,8,China,2003,14.29
2018-07-09,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Info Edge (India) Ltd,Seed/ Angel Funding,5.984,Startup_195,Blockchain,6,4322413750.27,20690412801.231647,12,Brazil,2019,121.4
2018-07-09,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed/ Angel Funding,14.96,Startup_196,Biotech,8,168565481.2,727195576.3811328,5,UK,2013,171.9
2018-07-10,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed/ Angel Funding,5.9432,Startup_197,E-commerce,9,4179505137.7,8856665634.205921,29,Germany,2000,75.7
2018-07-10,iNICU,Healthcare,Med-tech Platform Providing Care For Newborns,Delhi,Venture Catalysts,Seed/ Angel Funding,0.0,Startup_198,AI,9,2228321054.22,8017264022.347462,1,Australia,2002,74.59
2018-07-10,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bengaluru,ResponsAbility,Private Equity,68.0,Startup_199,Fintech,5,633792175.1,2966463386.11733,34,India,2015,91.34
2018-07-10,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,68.0,Startup_200,SaaS,6,1475455253.97,3684352503.897161,4,Germany,2013,144.69
2018-07-11,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,34.0,Startup_201,EdTech,3,542731279.17,1969040721.4525695,1,Australia,2019,24.45
2018-07-12,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,2.448,Startup_202,HealthTech,10,4330028544.99,7931295284.566649,1,Canada,2013,40.6
2018-07-12,5th Vital,Healthcare,Home diagnostics services provider,Bengaluru,Brand Capital and Others,Seed/ Angel Funding,6.8,Startup_203,SaaS,6,685270370.05,2402454292.426417,50,Australia,2006,47.31
2018-07-13,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,2.38,Startup_204,HealthTech,6,1258425677.69,5298085929.7477045,8,Australia,2013,37.21
2018-07-17,Ofbusiness,Finance,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,394.4,Startup_205,SaaS,1,1550418955.9,6253327057.39936,2,India,2004,98.86
2018-07-17,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,675.92,Startup_206,Fintech,4,4746683505.45,7761659263.089046,24,USA,2016,130.02
2018-07-18,The Ken,Consumer Internet,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,20.4,Startup_207,Fintech,6,3624908618.04,12768911221.39096,16,France,2015,53.41
2018-07-19,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,1360.0,Startup_208,Biotech,4,3348055915.81,11313994823.993387,39,USA,2004,16.08
2018-07-20,HousingMan,Consumer Internet,Property Discovery Platform,Bengaluru,Undisclosed,Seed/ Angel Funding,20.4,Startup_209,SaaS,10,2059767260.11,9029865493.37284,11,Singapore,2021,110.7
2018-07-21,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,244.8,Startup_210,EdTech,9,998855411.79,4208170808.152652,8,Brazil,2011,151.06
2018-07-23,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bengaluru,Undisclosed,Seed/ Angel Funding,0.0,Startup_211,EdTech,6,4645711353.76,14179348714.21508,24,India,2021,177.87
2018-07-23,VTION,Technology,Media Analytics,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/ Angel Funding,3.808,Startup_212,AI,6,3728949345.33,15948353330.895306,21,Singapore,2023,111.77
2018-07-23,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/ Angel Funding,5.9296,Startup_213,AI,5,2787690069.46,10481365711.53888,45,China,2009,10.48
2018-07-24,kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters,Seed/ Angel Funding,2.448,Startup_214,EdTech,9,2679394095.8,11494147053.679377,10,China,2010,165.9
2018-07-24,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,612.0,Startup_215,EdTech,7,439284861.62,1562829428.652782,27,India,2019,106.86
2018-07-25,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,231.2,Startup_216,Biotech,9,2577216182.09,12253644328.4305,28,China,2016,140.7
2018-07-25,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,17.0,Startup_217,Biotech,4,4445077510.45,22111913741.370216,43,China,2018,141.44
2018-07-25,iqlect,Technology,Data Analytics Firm,Bengaluru,Ventureast and Exfinity,Seed/ Angel Funding,34.0,Startup_218,Blockchain,4,4695901675.82,20788206317.31431,42,UK,2017,90.56
2018-07-26,Entropik,IT,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,14.96,Startup_219,SaaS,5,3506488816.37,16858063236.60639,29,UK,2021,188.35
2018-07-26,Bitla Software,Technology,Travel-Focused Tech Startup,Bengaluru,MakeMyTrip,Private Equity,0.0,Startup_220,AI,2,3243318328.48,8884770582.001207,34,UK,2012,65.43
2018-07-26,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,6.8,Startup_221,Fintech,10,2390702822.95,9276016886.419264,42,China,2010,104.42
2018-07-30,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,149.6,Startup_222,Biotech,7,3377630330.67,9382352167.435171,4,China,2018,153.71
2018-07-30,Cure Fit,Consumer Internet,Health and fitness Platform,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,1632.0,Startup_223,HealthTech,8,3458218709.89,7842816033.90036,9,Brazil,2014,138.81
2018-07-31,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,1360.0,Startup_224,Fintech,7,3731753092.25,16420535787.80928,50,France,2018,160.96
2018-07-31,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed/ Angel Funding,68.0,Startup_225,Biotech,7,3632948850.48,13901643179.468462,6,India,2010,26.01
